Año,Country Name,Country Code,Indicator Name,Indicator Code,Valor,Categoría,Crecimiento_Anual,Promedio_Movil_3,Promedio_Movil_5,Cambio_Desde_2000_Abs,Cambio_Desde_2000_Pct,Descripcion_Indicador,Region,Grupo_Ingresos,Fecha_Procesamiento
2018,Colombia,COL,Government Effectiveness: Estimate,GE.EST,-0.139370113611221,Otros,,-0.10571935524543134,-0.10935023725032811,0.26370570063591003,-65.4233499790758,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2019,Colombia,COL,Government Effectiveness: Estimate,GE.EST,0.0327151045203209,Otros,,-0.0824921255310377,-0.07563640922307972,0.4357909187674519,-108.11636505192614,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2020,Colombia,COL,Government Effectiveness: Estimate,GE.EST,0.0084753185510635,Otros,,-0.03272656351327887,-0.05519352853298193,0.4115511327981945,-102.10266114996102,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2021,Colombia,COL,Government Effectiveness: Estimate,GE.EST,-0.0478276498615742,Otros,,-0.0022124089300632663,-0.05736574158072476,0.35524816438555684,-88.13432903412794,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2022,Colombia,COL,Government Effectiveness: Estimate,GE.EST,0.01379637978971,Otros,,-0.008518650506933565,-0.026442192122340162,0.416872194036841,-103.42277539412257,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2023,Colombia,COL,Government Effectiveness: Estimate,GE.EST,-0.075877919793129,Otros,,-0.036636396621664395,-0.013743753358721758,0.32719789445400205,-81.17527345696627,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2000,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.925037920475006,Otros,,-0.7799320618311567,-0.7799320618311567,0.0,0.0,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2002,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.749073088169098,Otros,,-0.7790104945500693,-0.772217318415642,0.17596483230590798,-19.022445286951072,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2003,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.739117562770844,Otros,,-0.8044095238049827,-0.7655973672866824,0.18592035770416204,-20.098674182858588,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2004,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.695200145244598,Otros,,-0.7277969320615133,-0.75426983833313,0.22983777523040805,-24.846308474833833,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2005,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.63308185338974,Otros,,-0.6891331871350607,-0.7483021140098571,0.291956067085266,-31.561524195175362,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2006,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.508387923240662,Otros,,-0.6122233072916666,-0.6649721145629883,0.41664999723434404,-45.0413964673356,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2007,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.432980388402939,Otros,,-0.5248167216777804,-0.6017535746097565,0.492057532072067,-53.19322821051444,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2008,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.381235986948013,Otros,,-0.440868099530538,-0.5301772594451903,0.543801933526993,-58.78698824019575,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2009,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.367777585983276,Otros,,-0.3939979871114094,-0.46469274759292595,0.55726033449173,-60.24189086276348,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2010,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.271385610103607,Otros,,-0.340133061011632,-0.3923534989356994,0.6536523103713989,-70.6622178294863,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2011,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.217361465096474,Otros,,-0.28550822039445234,-0.3341482073068618,0.707676455378532,-76.50242651837893,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2012,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.32591912150383,Otros,,-0.2715553989013037,-0.31273595392704,0.5991187989711759,-64.76694476087306,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2013,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.38826909661293,Otros,,-0.31051656107107806,-0.3141425758600234,0.536768823862076,-58.02668322899085,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2014,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.252291530370712,Otros,,-0.3221599161624907,-0.29104536473751064,0.672746390104294,-72.72635804582362,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2015,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.24723581969738,Otros,,-0.295932148893674,-0.2862154066562652,0.677802100777626,-73.27289895635579,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2016,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.266068160533905,Otros,,-0.255198503533999,-0.2959567457437514,0.6589697599411011,-71.23705367696935,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2017,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.366633266210556,Otros,,-0.29331241548061365,-0.30409957468509663,0.5584046542644501,-60.365596037155946,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2018,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.383742153644562,Otros,,-0.33881452679634094,-0.303194186091423,0.541295766830444,-58.516062406662115,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2019,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.391183972358704,Otros,,-0.3805197974046073,-0.3309726744890214,0.533853948116302,-57.71157444466368,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2020,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.491402626037598,Otros,,-0.4221095840136213,-0.379806035757065,0.433635294437408,-46.87756953949918,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2021,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.470828503370285,Otros,,-0.45113836725552897,-0.420758104324341,0.454209417104721,-49.1017078382565,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2022,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.427760243415833,Otros,,-0.4633304576079053,-0.4329834997653964,0.497277677059173,-53.75754507488962,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2023,Colombia,COL,Rule of Law: Estimate,RL.EST,-0.458272933959961,Otros,,-0.45228722691535966,-0.44788965582847623,0.466764986515045,-50.45901105063473,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2000,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.438140958547592,Gobernanza,,-0.43109090129534405,-0.43109090129534405,0.0,0.0,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2002,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.416357487440109,Gobernanza,,-0.39956261714299496,-0.42740754783153523,0.02178347110748302,-4.971795191139805,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2003,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.429242461919785,Gobernanza,,-0.427913635969162,-0.4277745306491852,0.008898496627807007,-2.030966622546526,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2004,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.318785130977631,Gobernanza,,-0.3881283601125083,-0.3893430888652802,0.11935582756996099,-27.241422022176963,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2005,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.322521358728409,Gobernanza,,-0.3568496505419416,-0.3850094795227052,0.11561959981918302,-26.388676421043645,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2006,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.172736719250679,Gobernanza,,-0.2713477363189063,-0.33192863166332265,0.26540423929691304,-60.57508071756412,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2007,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.165321603417397,Gobernanza,,-0.22019322713216163,-0.2817214548587802,0.272819355130195,-62.267484883078026,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2008,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.165922626852989,Gobernanza,,-0.167993649840355,-0.22905748784542102,0.27221833169460297,-62.130309066969815,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2009,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.149577632546425,Gobernanza,,-0.1602739542722703,-0.1952159881591798,0.28856332600116696,-65.86084235487482,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2010,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.132357180118561,Gobernanza,,-0.14928581317265832,-0.1571831524372102,0.305783778429031,-69.79118762205746,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2011,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.0597142279148102,Gobernanza,,-0.11388301352659874,-0.13457865417003645,0.3784267306327818,-86.37100075903452,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2012,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.0639913454651833,Gobernanza,,-0.08535425116618484,-0.1143126025795937,0.3741496130824087,-85.39480406549748,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2013,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.0813083127140999,Gobernanza,,-0.06833796203136445,-0.09738973975181589,0.3568326458334921,-81.44243054024633,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2014,Colombia,COL,Voice and Accountability: Estimate,VA.EST,-0.043343797326088,Gobernanza,,-0.06288115183512373,-0.07614297270774849,0.394797161221504,-90.10733954895022,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2015,Colombia,COL,Voice and Accountability: Estimate,VA.EST,0.0040463153272867,Gobernanza,,-0.04020193157096707,-0.048862273618578936,0.4421872738748787,-100.92351907493425,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2016,Colombia,COL,Voice and Accountability: Estimate,VA.EST,0.122125923633575,Gobernanza,,0.027609480544924566,-0.012494243308901897,0.5602668821811669,-127.87366057681852,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2017,Colombia,COL,Voice and Accountability: Estimate,VA.EST,0.112731605768204,Gobernanza,,0.07963461490968855,0.02285034693777556,0.550872564315796,-125.72952917752811,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2018,Colombia,COL,Voice and Accountability: Estimate,VA.EST,0.172213315963745,Gobernanza,,0.13569028178850798,0.07355467267334455,0.6103542745113371,-139.30545926010217,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2019,Colombia,COL,Voice and Accountability: Estimate,VA.EST,0.204583406448364,Gobernanza,,0.16317610939343766,0.12314011342823494,0.642724364995956,-146.6935132306608,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2020,Colombia,COL,Voice and Accountability: Estimate,VA.EST,0.143006011843681,Gobernanza,,0.17326757808526336,0.1509320527315138,0.581146970391273,-132.63927032015823,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2021,Colombia,COL,Voice and Accountability: Estimate,VA.EST,0.0940301716327667,Gobernanza,,0.14720652997493722,0.14531290233135213,0.5321711301803587,-121.46116901384212,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2022,Colombia,COL,Voice and Accountability: Estimate,VA.EST,0.168687179684639,Gobernanza,,0.13524112105369557,0.15650401711463915,0.606828138232231,-138.5006643167591,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2023,Colombia,COL,Voice and Accountability: Estimate,VA.EST,0.205213740468025,Gobernanza,,0.15597703059514356,0.16310410201549513,0.643354699015617,-146.83737880801988,,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2000,Colombia,COL,Homicidios intencionales (por cada 100.000 habitantes),VC.IHR.PSRC.P5,67.675400484081,Crimen y Seguridad,7.216487824532236,63.8817552147089,63.51963547310466,0.0,0.0,"Los homicidios intencionales son estimaciones de homicidios ilegales infligidos intencionalmente como resultado de disputas domésticas, violencia interpersonal, conflictos violentos por los recursos de la tierra, violencia entre pandillas por territorio o control, y violencia depredadora y asesinatos por parte de grupos armados. El homicidio intencional no incluye todos los homicidios intencionales; la diferencia suele estar en la organización del asesinato. Los homicidios suelen cometer individuos o grupos pequeños, mientras que en los conflictos armados los homicidios suelen ser cometidos por grupos bastante cohesionados de hasta varios cientos de miembros y, por lo tanto, suelen quedar excluidos.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2001,Colombia,COL,Homicidios intencionales (por cada 100.000 habitantes),VC.IHR.PSRC.P5,69.8832455295369,Crimen y Seguridad,3.262404107937633,66.89299186613597,64.7480673025461,2.2078450454558975,3.262404107937633,"Los homicidios intencionales son estimaciones de homicidios ilegales infligidos intencionalmente como resultado de disputas domésticas, violencia interpersonal, conflictos violentos por los recursos de la tierra, violencia entre pandillas por territorio o control, y violencia depredadora y asesinatos por parte de grupos armados. El homicidio intencional no incluye todos los homicidios intencionales; la diferencia suele estar en la organización del asesinato. Los homicidios suelen cometer individuos o grupos pequeños, mientras que en los conflictos armados los homicidios suelen ser cometidos por grupos bastante cohesionados de hasta varios cientos de miembros y, por lo tanto, suelen quedar excluidos.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2002,Colombia,COL,Homicidios intencionales (por cada 100.000 habitantes),VC.IHR.PSRC.P5,70.1709726241374,Crimen y Seguridad,0.4117254320692654,69.2432062125851,66.3398967595602,2.49557214005641,3.687561687416152,"Los homicidios intencionales son estimaciones de homicidios ilegales infligidos intencionalmente como resultado de disputas domésticas, violencia interpersonal, conflictos violentos por los recursos de la tierra, violencia entre pandillas por territorio o control, y violencia depredadora y asesinatos por parte de grupos armados. El homicidio intencional no incluye todos los homicidios intencionales; la diferencia suele estar en la organización del asesinato. Los homicidios suelen cometer individuos o grupos pequeños, mientras que en los conflictos armados los homicidios suelen ser cometidos por grupos bastante cohesionados de hasta varios cientos de miembros y, por lo tanto, suelen quedar excluidos.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2003,Colombia,COL,Homicidios intencionales (por cada 100.000 habitantes),VC.IHR.PSRC.P5,57.2925607973552,Crimen y Seguridad,-18.35290483397446,65.78225965034316,65.6285018039801,-10.382839686725795,-15.342117833743895,"Los homicidios intencionales son estimaciones de homicidios ilegales infligidos intencionalmente como resultado de disputas domésticas, violencia interpersonal, conflictos violentos por los recursos de la tierra, violencia entre pandillas por territorio o control, y violencia depredadora y asesinatos por parte de grupos armados. El homicidio intencional no incluye todos los homicidios intencionales; la diferencia suele estar en la organización del asesinato. Los homicidios suelen cometer individuos o grupos pequeños, mientras que en los conflictos armados los homicidios suelen ser cometidos por grupos bastante cohesionados de hasta varios cientos de miembros y, por lo tanto, suelen quedar excluidos.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2004,Colombia,COL,Homicidios intencionales (por cada 100.000 habitantes),VC.IHR.PSRC.P5,48.525426693309,Crimen y Seguridad,-15.302395253470525,58.66298670493387,62.70952122568391,-19.149973790771995,-28.29680157604174,"Los homicidios intencionales son estimaciones de homicidios ilegales infligidos intencionalmente como resultado de disputas domésticas, violencia interpersonal, conflictos violentos por los recursos de la tierra, violencia entre pandillas por territorio o control, y violencia depredadora y asesinatos por parte de grupos armados. El homicidio intencional no incluye todos los homicidios intencionales; la diferencia suele estar en la organización del asesinato. Los homicidios suelen cometer individuos o grupos pequeños, mientras que en los conflictos armados los homicidios suelen ser cometidos por grupos bastante cohesionados de hasta varios cientos de miembros y, por lo tanto, suelen quedar excluidos.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2005,Colombia,COL,Homicidios intencionales (por cada 100.000 habitantes),VC.IHR.PSRC.P5,42.8957763612084,Crimen y Seguridad,-11.601444264841165,49.57125461729087,57.753596401109384,-24.779624122872598,-36.61540817730573,"Los homicidios intencionales son estimaciones de homicidios ilegales infligidos intencionalmente como resultado de disputas domésticas, violencia interpersonal, conflictos violentos por los recursos de la tierra, violencia entre pandillas por territorio o control, y violencia depredadora y asesinatos por parte de grupos armados. El homicidio intencional no incluye todos los homicidios intencionales; la diferencia suele estar en la organización del asesinato. Los homicidios suelen cometer individuos o grupos pequeños, mientras que en los conflictos armados los homicidios suelen ser cometidos por grupos bastante cohesionados de hasta varios cientos de miembros y, por lo tanto, suelen quedar excluidos.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
