Año,Country Name,Country Code,Indicator Name,Indicator Code,Valor,Categoría,Crecimiento_Anual,Promedio_Movil_3,Promedio_Movil_5,Cambio_Desde_2000_Abs,Cambio_Desde_2000_Pct,Descripcion_Indicador,Region,Grupo_Ingresos,Fecha_Procesamiento
2010,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,2.27200227892008,Otros,-45.93710177507864,4.490467948876673,4.661842468214168,-6.9533459069335795,-75.37217855469113,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2011,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,3.4150334477625,Otros,50.309419996960635,3.296517446282469,4.486164430508814,-5.81031473809116,-62.98206442766916,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2012,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,3.16930188840055,Otros,-7.195582799429134,2.952112538361046,4.011147836558612,-6.0560462974531095,-65.64572063241556,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2013,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,2.01699224310383,Otros,-36.35846902165119,2.8671091930889623,3.0151692940703563,-7.208355942749829,-78.13641065389025,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2014,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,2.89883787761738,Otros,43.72082428817523,2.695044003040589,2.754433547160868,-6.32651030823628,-68.57746917278939,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2015,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,4.9898311584953,Otros,72.13212222121766,3.3018870930721724,3.297999323075912,-4.23551702735836,-45.91173083150606,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2016,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,7.51346024627675,Otros,50.57544048328999,5.1340430941298125,4.117684682778762,-1.7118879395769095,-18.556350449752713,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2017,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,4.31431325695011,Otros,-42.5788769017838,5.605868220574056,4.346686956488674,-4.9110349289035495,-53.2341417360727,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2018,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,3.24056932930569,Otros,-24.88794539698017,5.022780944177519,4.591402373729046,-5.98477885654797,-64.87320300522808,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2019,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,3.52301932741447,Otros,8.716060957390347,3.692633971223426,4.716238663688464,-5.70232885843919,-61.81152996678498,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2020,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,2.52663500084706,Otros,-28.28211354998874,3.096741219189076,4.2235994321588155,-6.6987131850066,-72.61203642458227,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2021,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,3.49505757399448,Otros,38.3285505355049,3.1815706340853396,3.4199188977023622,-5.73029061185918,-62.11462696493262,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2022,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,10.1772313546166,Otros,191.18923334316077,5.3996413098193825,4.59250251723566,0.9518831687629401,10.318127290009249,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2023,Colombia,COL,"Inflación, precios al consumidor (% anual)",FP.CPI.TOTL.ZG,11.7359044948689,Otros,15.315296331012984,8.469397807826661,6.291569550348302,2.5105563090152394,27.21367539129829,"La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2000,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,15.915139715438,Otros,-13.25281987354552,16.4230231008611,15.862014949490199,0.0,0.0,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2001,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,15.3871357665009,Otros,-3.31762056995909,16.549618077364332,15.899549762510981,-0.5280039489370996,-3.31762056995909,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2002,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,14.8155696775272,Otros,-3.7145710393876374,15.372615053155366,15.894354949322281,-1.0995700379107998,-6.9089562364582635,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2003,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,16.5752997117627,Otros,11.877572530367985,15.5926683852636,16.20794472427658,0.6601599963246993,4.148000005832997,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2004,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,16.7707514248023,Otros,1.1791745334227333,16.0538736046974,15.892779259206218,0.8556117093642985,5.376086698970917,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2005,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,16.9710437391629,Otros,1.1942954092348579,16.772364958575967,16.1039600639512,1.055904023724901,6.634588464848057,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2006,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,17.7285877506525,Otros,4.463744382094004,17.156794304872566,16.57225046078152,1.8134480352145008,11.394483916816768,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2007,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,16.4331421263646,Otros,-7.307099936599415,17.04425787206,16.895764950549,0.5180024109266004,3.254777653155805,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2008,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,18.1095951350739,Otros,10.201658306232698,17.423775004030333,17.202624035211237,2.194455419635899,13.78847725419108,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2009,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,16.4244956875755,Otros,-9.30500894652675,16.989077649671334,17.13337288776588,0.5093559721375005,3.2004492655720362,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2010,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,16.3408447597691,Otros,-0.509305913542768,16.958311860806166,17.00733309188712,0.42570504433110123,2.6748432746597883,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2011,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,19.2765050733171,Otros,17.96516861096158,17.347281840220564,17.31691655642004,3.3613653578791,21.120551989992965,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2012,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,18.8112052836654,Otros,-2.413818209690799,18.142851705583865,17.7925291878802,2.8960655682274012,18.196922050380504,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2013,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,18.0864397214368,Otros,-3.852839577791156,18.724716692806435,17.787898105152784,2.1713000059988,13.642984257892476,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2014,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,16.6347491096509,Otros,-8.026403394722815,17.844131371584368,17.82994878956786,0.7196093942129007,4.5215399115526855,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2015,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,15.6502115094968,Otros,-5.918559959421965,16.790466780194837,17.6918221395134,-0.2649282059411995,-1.6646300986237317,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2016,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,14.7171392781975,Otros,-5.962042306796289,15.6673666324484,16.77994898048948,-1.1980004372405002,-7.527426454688402,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2017,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,15.1452897484005,Otros,2.909196292225613,15.170880178698267,16.0467658734365,-0.7698499670374996,-4.837217773782598,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2018,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,15.8997196775431,Otros,4.981284225495086,15.254049568047035,15.609421864657762,-0.015420037894900318,-0.09688911420577817,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2019,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,15.8680386541241,Otros,-0.19925523255449606,15.6376826933559,15.4560797735524,-0.04710106131390113,-0.2959512901304473,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2020,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,13.5222755593302,Otros,-14.782942907592656,15.0966779636658,15.03049258351908,-2.3928641561078,-15.035143887468827,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2021,Colombia,COL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,16.1970059548864,Otros,19.780179628943205,15.195773389446899,15.32646591885686,0.2818662394483997,1.7710572730629703,"Las exportaciones de bienes y servicios representan el valor de todos los bienes y otros servicios de mercado proporcionados al resto del mundo. Incluyen el valor de las mercancías, fletes, seguros, transporte, viajes, regalías, derechos de licencia y otros servicios, como comunicaciones, construcción, servicios financieros, de información, comerciales, personales y gubernamentales. Excluyen la remuneración de los empleados y los ingresos por inversiones (anteriormente llamados servicios de factores) y los pagos de transferencia.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
