Año,Country Name,Country Code,Indicator Name,Indicator Code,Valor,Categoría,Crecimiento_Anual,Promedio_Movil_3,Promedio_Movil_5,Cambio_Desde_2000_Abs,Cambio_Desde_2000_Pct,Descripcion_Indicador,Region,Grupo_Ingresos,Fecha_Procesamiento
2019,Colombia,COL,Área selvática (% del área de tierra),AG.LND.FRST.ZS,53.4846327174403,Otros,-0.334696663513534,53.664248159831736,53.84688598467778,-3.059305993690799,-5.410493261390991,"La superficie forestal se refiere a las tierras con agrupaciones de árboles naturales o plantados de por lo menos 5 metros in situ, sean estas para usos productivos o no, y excluye las poblaciones en los sistemas de producción agrícola (por ejemplo, en plantaciones frutales y sistemas agroforestales) y los árboles en los parques y jardines urbanos.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2020,Colombia,COL,Área selvática (% del área de tierra),AG.LND.FRST.ZS,53.3050112663362,Otros,-0.3358374957028065,53.48462971308397,53.66793150067598,-3.2389274447948964,-5.728160292019579,"La superficie forestal se refiere a las tierras con agrupaciones de árboles naturales o plantados de por lo menos 5 metros in situ, sean estas para usos productivos o no, y excluye las poblaciones en los sistemas de producción agrícola (por ejemplo, en plantaciones frutales y sistemas agroforestales) y los árboles en los parques y jardines urbanos.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2021,Colombia,COL,Área selvática (% del área de tierra),AG.LND.FRST.ZS,53.1253958539883,Otros,-0.33695783582233796,53.30501327925493,53.48463031996395,-3.4185428571427963,-6.0458166428894895,"La superficie forestal se refiere a las tierras con agrupaciones de árboles naturales o plantados de por lo menos 5 metros in situ, sean estas para usos productivos o no, y excluye las poblaciones en los sistemas de producción agrícola (por ejemplo, en plantaciones frutales y sistemas agroforestales) y los árboles en los parques y jardines urbanos.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2022,Colombia,COL,Área selvática (% del área de tierra),AG.LND.FRST.ZS,52.9457763857593,Otros,-0.3381047149703553,53.12539450202794,53.3050122757999,-3.5981623253717956,-6.363480166731772,"La superficie forestal se refiere a las tierras con agrupaciones de árboles naturales o plantados de por lo menos 5 metros in situ, sean estas para usos productivos o no, y excluye las poblaciones en los sistemas de producción agrícola (por ejemplo, en plantaciones frutales y sistemas agroforestales) y los árboles en los parques y jardines urbanos.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2000,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,27.9,Energía,-3.7931034482758696,27.566666666666663,28.4,0.0,0.0,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2001,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,27.1,Energía,-2.8673835125447966,28.0,27.1,-0.7999999999999972,-2.8673835125447966,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2002,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,28.6,Energía,5.535055350553497,27.866666666666664,27.68,0.7000000000000028,2.508960573476715,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2003,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,30.6,Energía,6.9930069930070005,28.76666666666667,28.639999999999997,2.700000000000003,9.677419354838722,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2004,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,29.0,Energía,-5.228758169934644,29.400000000000002,28.639999999999997,1.1000000000000014,3.942652329749108,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2005,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,28.9,Energía,-0.34482758620689724,29.5,28.839999999999996,1.0,3.584229390680993,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2006,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,30.6,Energía,5.882352941176472,29.5,29.540000000000003,2.700000000000003,9.677419354838722,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2007,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,31.0,Energía,1.3071895424836555,30.166666666666668,30.02,3.1000000000000014,11.111111111111116,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2008,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,30.8,Energía,-0.6451612903225823,30.8,30.060000000000002,2.900000000000002,10.39426523297491,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2009,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,31.4,Energía,1.9480519480519431,31.066666666666666,30.540000000000003,3.5,12.54480286738351,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2010,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,30.6,Energía,-2.547770700636931,30.933333333333334,30.880000000000003,2.700000000000003,9.677419354838722,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2011,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,29.6,Energía,-3.26797385620915,30.533333333333335,30.68,1.7000000000000028,6.093189964157708,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2012,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,29.6,Energía,0.0,29.933333333333334,30.4,1.7000000000000028,6.093189964157708,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2013,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,32.0,Energía,8.108108108108091,30.400000000000002,30.639999999999997,4.100000000000001,14.695340501792131,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2014,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,32.1,Energía,0.31250000000000444,31.23333333333333,30.78,4.200000000000003,15.053763440860223,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2015,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,31.1,Energía,-3.1152647975077885,31.733333333333334,30.880000000000003,3.200000000000003,11.469534050179231,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2016,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,30.5,Energía,-1.9292604501607746,31.233333333333334,31.060000000000002,2.6000000000000014,9.31899641577061,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2017,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,32.2,Energía,5.573770491803298,31.26666666666667,31.580000000000002,4.300000000000004,15.41218637992834,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2018,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,30.4,Energía,-5.590062111801252,31.03333333333333,31.26,2.5,8.960573476702516,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2019,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,31.5,Energía,3.618421052631593,31.366666666666664,31.140000000000004,3.6000000000000014,12.903225806451623,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2020,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,32.0,Energía,1.5873015873015817,31.3,31.320000000000004,4.100000000000001,14.695340501792131,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2021,Colombia,COL,Consumo de energía renovable (% del consumo total de energía final),EG.FEC.RNEW.ZS,29.7,Energía,-7.187500000000002,31.066666666666666,31.160000000000004,1.8000000000000007,6.451612903225801,Renewable energy consumption is the share of renewables energy in total final energy consumption.,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2000,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,25.3637180153758,Medio Ambiente,-0.7828102874907761,25.517891944634034,25.55997818123366,0.0,0.0,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2001,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,24.8245779055363,Medio Ambiente,-2.1256351671811835,25.250710087127402,25.40010421165162,-0.5391401098394972,-2.1256351671811835,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2002,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,23.929353614622,Medio Ambiente,-3.6062014601853654,24.705883178511368,25.061521470812078,-1.4343644007538003,-5.6551819409294435,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2003,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,22.8825675533076,Medio Ambiente,-4.374485321136145,23.87883302448863,24.512810285862358,-2.4811504620682,-9.78228215817608,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2004,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,21.8887421322682,Medio Ambiente,-4.343155193245551,22.900221100065934,23.77779184422198,-3.4749758831076,-13.700577655850877,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2005,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,21.1523997621787,Medio Ambiente,-3.3640232300237494,21.97456981591817,22.93552819358256,-4.211318253197099,-16.603710270884363,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2006,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,20.6003919283618,Medio Ambiente,-2.609670013914489,21.2138446076029,22.090690998147657,-4.763326087013997,-18.780078236662344,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2007,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,20.0641639163964,Medio Ambiente,-2.6029990780279566,20.605651868978967,21.31765305850254,-5.299554098979399,-20.89423205133705,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2008,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,19.6051288373421,Medio Ambiente,-2.2878355707569575,20.089894894033435,20.66216531530944,-5.758589178033699,-22.70404194898702,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2009,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,19.284699802258,Medio Ambiente,-1.6344143297532199,19.651330851998832,20.1413568493074,-6.0790182131177986,-23.96737816369281,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2010,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,19.1642899222037,Medio Ambiente,-0.6243803703918749,19.3513728539346,19.7437348813124,-6.199428093172099,-24.442110929533,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2011,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,20.5518377125816,Medio Ambiente,7.2402775996949,19.666942479014434,19.73402403815636,-4.811880302794197,-18.97151001236166,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
2012,Colombia,COL,"Contaminación del aire por PM2,5, exposición anual media (microgramos por metro cúbico)",EN.ATM.PM25.MC.M3,18.1430860286647,Medio Ambiente,-11.720371275811948,19.286404554483337,19.34980846061002,-7.220631986711098,-28.468349878096976,"Population-weighted exposure to ambient PM2.5 pollution is defined as the average level of exposure of a nation's population to concentrations of suspended particles measuring less than 2.5 microns in aerodynamic diameter, which are capable of penetrating deep into the respiratory tract and causing severe health damage. Exposure is calculated by weighting mean annual concentrations of PM2.5 by population in both urban and rural areas.",América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,2025-04-03
